sentence,label
Always impressed by the competitive salary and good benefits. Encourages me to stay longer.,positive
Sometimes it's hard to align with being underpaid and the salary not being competitive. Makes me consider leaving.,negative
Often frustrated due to stuck in same role or promotions. This is causing dissatisfaction.,negative
Sometimes it's hard to align with long hours and feeling burned out. Would like to see some changes.,negative
I've learned a lot from how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
Sometimes it's hard to align with constant changes with no communication. Would like to see some changes.,negative
I've learned a lot from the opportunities for upskilling and growth path. Makes me feel valued and supported.,positive
I've noticed issues with constant changes with no communication. Would like to see some changes.,negative
I've noticed issues with a cliquish teams and unsafe workplace. Would like to see some changes.,negative
I've noticed issues with constant changes with no communication. This is causing dissatisfaction.,negative
I'm grateful for the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
I've noticed issues with constant changes with no communication. Would like to see some changes.,negative
It's great working with the bonuses and great insurance options. Encourages me to stay longer.,positive
I admire the inclusive and team-oriented culture. Fosters a sense of belonging.,positive
I'm grateful for the bonuses and great insurance options. Makes me feel valued and supported.,positive
Always impressed by the inclusive and team-oriented culture. Encourages me to stay longer.,positive
Unhappy with not being appreciated or valued. Affects overall morale.,negative
Sometimes it's hard to align with no growth opportunities or promotions. This is causing dissatisfaction.,negative
Sometimes it's hard to align with lack of guidance and lack of feedback. Would like to see some changes.,negative
I've noticed issues with being not paid well and the salary not being competitive. This is causing dissatisfaction.,negative
I really appreciate how I'm recognized for my work and get feedback. Fosters a sense of belonging.,positive
